Person,Item,Ratings
7782,specialty bar,8.0
7783,other vegetables,9.0
7783,yogurt,8.0
7783,whipped/sour cream,8.0
7783,brown bread,6.0
7783,margarine,8.0
7783,shopping bags,8.0
7786,sausage,8.0
7786,beef,8.0
7786,root vegetables,9.0
7786,other vegetables,9.0
7786,white bread,8.0
7786,pastry,6.0
7786,soda,5.0
7786,shopping bags,8.0
7797,onions,9.0
7797,whole milk,8.0
7797,yogurt,8.0
7797,rolls/buns,8.0
7797,brown bread,6.0
7797,fruit/vegetable juice,8.0
7798,whole milk,8.0
7798,yogurt,8.0
7798,domestic eggs,8.0
7798,baking powder,6.0
7798,newspapers,7.0
7799,yogurt,8.0
7799,condensed milk,8.0
7799,sliced cheese,8.0
7799,rolls/buns,8.0
7799,margarine,8.0
7799,bottled water,7.0
7799,soda,5.0
7799,cling film/bags,8.0
7804,pip fruit,9.0
7804,berries,9.0
7804,other vegetables,9.0
7804,butter,8.0
7804,yogurt,8.0
7804,soda,5.0
7804,chocolate,7.0
7804,house keeping products,7.0
7805,frankfurter,7.0
7805,whipped/sour cream,8.0
7805,sugar,6.0
7805,fruit/vegetable juice,8.0
7805,napkins,7.0
7805,newspapers,7.0
7806,turkey,6.0
7806,grapes,8.0
7806,other vegetables,9.0
7806,hard cheese,8.0
7806,frozen vegetables,8.0
7806,rolls/buns,8.0
7806,misc. beverages,8.0
7806,newspapers,7.0
7807,onions,9.0
7807,other vegetables,9.0
7807,roll products ,8.0
7807,bottled beer,7.0
7807,liquor (appetizer),8.0
7807,newspapers,7.0
7808,beef,8.0
7808,pip fruit,9.0
7808,other vegetables,9.0
7808,whole milk,8.0
7808,frozen vegetables,8.0
7808,rolls/buns,8.0
7809,sausage,8.0
7809,citrus fruit,9.0
7809,berries,9.0
7809,whipped/sour cream,8.0
7809,rolls/buns,8.0
7809,canned beer,8.0
7809,specialty bar,8.0
7809,napkins,7.0
7811,chicken,8.0
7811,tropical fruit,9.0
7811,berries,9.0
7811,whole milk,8.0
7811,whipped/sour cream,8.0
7811,beverages,7.0
7811,sugar,6.0
7811,dishes,8.0
7812,sausage,8.0
7812,pork,8.0
7812,beef,8.0
7812,pip fruit,9.0
7812,grapes,8.0
7812,other vegetables,9.0
7812,whole milk,8.0
7812,butter,8.0
7812,curd,8.0
7812,yogurt,8.0
7812,pastry,6.0
7812,bottled water,7.0
7812,hygiene articles,7.0
7812,napkins,7.0
7813,tropical fruit,9.0
7813,pip fruit,9.0
7813,whole milk,8.0
7813,rolls/buns,8.0
7813,coffee,8.0
7813,hygiene articles,7.0
7814,tropical fruit,9.0
7814,root vegetables,9.0
7814,butter,8.0
7814,pasta,8.0
7814,soda,5.0
7814,napkins,7.0
7817,tropical fruit,9.0
7817,root vegetables,9.0
7817,whole milk,8.0
7817,butter,8.0
7817,curd,8.0
7817,yogurt,8.0
7817,pudding powder,8.0
7817,coffee,8.0
7825,beef,8.0
7825,herbs,9.0
7825,whole milk,8.0
7825,pickled vegetables,8.0
7825,cat food,8.0
7826,meat,8.0
7826,beef,8.0
7826,berries,9.0
7826,other vegetables,9.0
7826,curd,8.0
7826,yogurt,8.0
7826,whipped/sour cream,8.0
7826,UHT-milk,8.0
7826,brown bread,6.0
7828,beef,8.0
7828,hamburger meat,8.0
7828,tropical fruit,9.0
7828,pip fruit,9.0
7828,root vegetables,9.0
7828,herbs,9.0
7828,other vegetables,9.0
7828,whole milk,8.0
7828,butter,8.0
7828,whipped/sour cream,8.0
7828,hard cheese,8.0
7828,rolls/buns,8.0
7828,brown bread,6.0
7828,oil,8.0
7828,waffles,6.0
7828,cake bar,6.0
7830,berries,9.0
7830,whole milk,8.0
7830,flour,6.0
7830,baking powder,6.0
7830,dog food,8.0
7830,chocolate,7.0
7832,whole milk,8.0
7832,butter milk,8.0
7832,yogurt,8.0
7832,beverages,7.0
7832,bottled water,7.0
7832,soda,5.0
7832,newspapers,7.0
7835,pork,8.0
7835,other vegetables,9.0
7835,whipped/sour cream,8.0
7835,rolls/buns,8.0
7835,brown bread,6.0
7835,pastry,6.0
7835,sugar,6.0
7835,dishes,8.0
7837,citrus fruit,9.0
7837,tropical fruit,9.0
7837,whole milk,8.0
7837,frozen meals,8.0
7837,rolls/buns,8.0
7837,brown bread,6.0
7842,whole milk,8.0
7842,rolls/buns,8.0
7842,oil,8.0
7842,detergent,6.0
7842,shopping bags,8.0
7843,sausage,8.0
7843,root vegetables,9.0
7843,other vegetables,9.0
7843,frozen vegetables,8.0
7843,rolls/buns,8.0
7843,white bread,8.0
7843,baking powder,6.0
7843,bottled beer,7.0
7843,detergent,6.0
7846,tropical fruit,9.0
7846,whole milk,8.0
7846,butter milk,8.0
7846,brown bread,6.0
7846,bottled water,7.0
7847,ham,8.0
7847,pip fruit,9.0
7847,root vegetables,9.0
7847,other vegetables,9.0
7847,whole milk,8.0
7847,whipped/sour cream,8.0
7847,hard cheese,8.0
7847,domestic eggs,8.0
7847,margarine,8.0
7848,meat,8.0
7848,tropical fruit,9.0
7848,rolls/buns,8.0
7848,instant coffee,8.0
7848,soda,5.0
7848,chocolate,7.0
7848,newspapers,7.0
7850,other vegetables,9.0
7850,whole milk,8.0
7850,rolls/buns,8.0
7850,long life bakery product,5.0
7850,flower (seeds),7.0
7853,butter,8.0
7853,pastry,6.0
7853,cat food,8.0
7853,canned beer,8.0
7853,hygiene articles,7.0
7853,shopping bags,8.0
7857,sausage,8.0
7857,chicken,8.0
7857,tropical fruit,9.0
7857,onions,9.0
7857,other vegetables,9.0
7857,dessert,6.0
7857,whipped/sour cream,8.0
7857,UHT-milk,8.0
7857,cream cheese ,8.0
7857,pastry,6.0
7857,bottled water,7.0
7857,soda,5.0
7857,waffles,6.0
7857,chewing gum,7.0
7857,shopping bags,8.0
7859,frankfurter,7.0
7859,sausage,8.0
7859,beef,8.0
7859,citrus fruit,9.0
7859,pip fruit,9.0
7859,berries,9.0
7859,other vegetables,9.0
7859,whole milk,8.0
7859,hard cheese,8.0
7859,frozen vegetables,8.0
7859,pastry,6.0
7859,oil,8.0
7859,baking powder,6.0
7859,dog food,8.0
7859,fruit/vegetable juice,9.0
7859,bottled beer,7.0
7859,specialty chocolate,8.0
7859,seasonal products,8.0
7859,detergent,6.0
7859,soap,6.0
7863,frankfurter,7.0
7863,pork,8.0
7863,dessert,6.0
7863,UHT-milk,8.0
7863,margarine,8.0
7863,specialty fat,8.0
7863,napkins,7.0
7864,frankfurter,7.0
7864,beef,8.0
7864,berries,9.0
7864,other vegetables,9.0
7864,whole milk,8.0
7866,beef,8.0
7866,other vegetables,9.0
7866,rolls/buns,8.0
7866,pastry,6.0
7866,soap,6.0
7871,ham,8.0
7871,whipped/sour cream,8.0
7871,frozen vegetables,8.0
7871,rolls/buns,8.0
7871,seasonal products,8.0
7873,frankfurter,7.0
7873,grapes,8.0
7873,yogurt,8.0
7873,coffee,8.0
7873,bottled water,7.0
7874,root vegetables,9.0
7874,other vegetables,9.0
7874,whole milk,8.0
7874,butter milk,8.0
7874,frozen meals,8.0
7876,hamburger meat,8.0
7876,packaged fruit/vegetables,9.0
7876,whole milk,8.0
7876,whipped/sour cream,8.0
7876,rolls/buns,8.0
7876,bottled water,7.0
7876,salty snack,8.0
7876,chewing gum,7.0
7878,meat,8.0
7878,whole milk,8.0
7878,curd,8.0
7878,sliced cheese,8.0
7878,flour,6.0
7878,sugar,6.0
7878,pudding powder,8.0
7878,bottled water,7.0
7878,soda,5.0
7878,canned beer,8.0
7879,tropical fruit,9.0
7879,whole milk,8.0
7879,beverages,7.0
7879,processed cheese,8.0
7879,pastry,6.0
7879,waffles,6.0
7879,specialty bar,8.0
7880,root vegetables,9.0
7880,onions,9.0
7880,other vegetables,9.0
7880,whole milk,8.0
7880,frozen dessert,8.0
7880,coffee,8.0
7880,bottled beer,7.0
7887,sausage,8.0
7887,packaged fruit/vegetables,9.0
7887,UHT-milk,8.0
7887,pastry,6.0
7887,soups,5.0
7887,bottled water,7.0
7889,citrus fruit,9.0
7889,whole milk,8.0
7889,soft cheese,8.0
7889,sliced cheese,8.0
7889,cream cheese ,8.0
7889,canned fish,8.0
7897,frankfurter,7.0
7897,processed cheese,8.0
7897,domestic eggs,8.0
7897,white bread,8.0
7897,brown bread,6.0
7897,ketchup,8.0
7897,soda,5.0
7897,hygiene articles,7.0
7899,sausage,8.0
7899,pip fruit,9.0
7899,whole milk,8.0
7899,curd,8.0
7899,yogurt,8.0
7900,domestic eggs,8.0
7900,rolls/buns,8.0
7900,coffee,8.0
7900,canned beer,8.0
7900,brandy,7.0
7900,chocolate,7.0
7900,shopping bags,8.0
7902,pork,8.0
7902,beef,8.0
7902,onions,9.0
7902,yogurt,8.0
7902,UHT-milk,8.0
7902,frozen fish,8.0
7902,rolls/buns,8.0
7902,margarine,8.0
7902,sugar,6.0
7902,salty snack,8.0
7902,newspapers,7.0
7903,tropical fruit,9.0
7903,whole milk,8.0
7903,cream cheese ,8.0
7903,oil,8.0
7903,cake bar,6.0
7905,hamburger meat,8.0
7905,root vegetables,9.0
7905,whole milk,8.0
7905,whipped/sour cream,8.0
7905,flour,6.0
7905,chocolate marshmallow,7.0
7905,newspapers,7.0
7909,chicken,8.0
7909,root vegetables,9.0
7909,yogurt,8.0
7909,cream cheese ,8.0
7909,napkins,7.0
7916,beef,8.0
7916,whole milk,8.0
7916,rolls/buns,8.0
7916,pastry,6.0
7916,cat food,8.0
7916,waffles,6.0
7916,chocolate,7.0
7916,hygiene articles,7.0
7916,newspapers,7.0
7916,shopping bags,8.0
7918,whole milk,8.0
7918,yogurt,8.0
7918,baking powder,6.0
7918,detergent,6.0
7918,flower (seeds),7.0
7918,shopping bags,8.0
7920,sausage,8.0
7920,hamburger meat,8.0
7920,root vegetables,9.0
7920,whole milk,8.0
7920,domestic eggs,8.0
7920,white bread,8.0
7920,semi-finished bread,8.0
7920,honey,9.0
7925,turkey,6.0
7925,tropical fruit,9.0
7925,root vegetables,9.0
7925,whole milk,8.0
7925,newspapers,7.0
7926,frankfurter,7.0
7926,margarine,8.0
7926,bottled water,7.0
7926,red/blush wine,8.0
7926,long life bakery product,5.0
7930,whole milk,8.0
7930,hard cheese,8.0
7930,brown bread,6.0
7930,bottled beer,7.0
7930,hygiene articles,7.0
7930,newspapers,7.0
7930,shopping bags,8.0
7932,whole milk,8.0
7932,dessert,6.0
7932,yogurt,8.0
7932,canned fish,8.0
7932,soda,5.0
7932,fruit/vegetable juice,8.0
7932,shopping bags,8.0
7933,bottled beer,7.0
7933,brandy,7.0
7933,chocolate,7.0
7933,specialty chocolate,8.0
7933,shopping bags,8.0
7934,liquor,8.0
7934,salty snack,8.0
7934,chocolate,7.0
7934,specialty chocolate,8.0
7934,specialty bar,8.0
7934,seasonal products,8.0
7934,shopping bags,8.0
7935,curd,8.0
7935,coffee,8.0
7935,soda,5.0
7935,bottled beer,7.0
7935,chocolate,7.0
7935,candy,7.0
7935,shopping bags,8.0
7936,other vegetables,9.0
7936,whole milk,8.0
7936,domestic eggs,8.0
7936,margarine,8.0
7936,fruit/vegetable juice,8.0
7938,other vegetables,9.0
7938,ice cream,8.0
7938,oil,8.0
7938,specialty chocolate,8.0
7938,shopping bags,8.0
7940,pork,8.0
7940,frozen fish,8.0
7940,domestic eggs,8.0
7940,sugar,6.0
7940,misc. beverages,8.0
7940,dental care,8.0
7940,hygiene articles,7.0
7940,shopping bags,8.0
7944,root vegetables,9.0
7944,whole milk,8.0
7944,yogurt,8.0
7944,domestic eggs,8.0
7944,rolls/buns,8.0
7944,long life bakery product,5.0
7944,napkins,7.0
7946,beef,8.0
7946,root vegetables,9.0
7946,other vegetables,9.0
7946,white bread,8.0
7946,soda,5.0
7946,chocolate,7.0
7946,newspapers,7.0
7948,yogurt,8.0
7948,UHT-milk,8.0
7948,cream cheese ,8.0
7948,rolls/buns,8.0
7948,brown bread,6.0
7948,pastry,6.0
7948,pickled vegetables,9.0
7948,canned fish,8.0
7948,cling film/bags,8.0
7949,frankfurter,7.0
7949,whole milk,8.0
7949,yogurt,8.0
7949,frozen fish,8.0
7949,domestic eggs,8.0
7951,whole milk,8.0
7951,cream cheese ,8.0
7951,domestic eggs,8.0
7951,margarine,8.0
7951,canned beer,8.0
7951,long life bakery product,5.0
7951,shopping bags,8.0
7952,grapes,8.0
7952,dessert,6.0
7952,yogurt,8.0
7952,beverages,7.0
7952,frozen vegetables,8.0
7952,canned beer,8.0
7971,butter,8.0
7971,domestic eggs,8.0
7971,flour,6.0
7971,soups,5.0
7971,baking powder,6.0
7974,meat,8.0
7974,brown bread,6.0
7974,soda,5.0
7974,misc. beverages,8.0
7974,kitchen towels,7.0
7976,citrus fruit,9.0
7976,yogurt,8.0
7976,UHT-milk,8.0
7976,pastry,6.0
7976,sauces,8.0
7976,coffee,8.0
7976,light bulbs,7.0
7977,whole milk,8.0
7977,popcorn,8.0
7977,specialty chocolate,8.0
7977,specialty bar,8.0
7977,candy,7.0
7978,soda,5.0
7978,bottled beer,7.0
7978,liquor,8.0
7978,red/blush wine,8.0
7978,shopping bags,8.0
7979,root vegetables,9.0
7979,other vegetables,9.0
7979,packaged fruit/vegetables,9.0
7979,rolls/buns,8.0
7979,canned beer,8.0
7979,red/blush wine,8.0
7981,root vegetables,9.0
7981,other vegetables,9.0
7981,whole milk,8.0
7981,butter,8.0
7981,frozen vegetables,8.0
7981,sugar,6.0
7981,bottled water,7.0
7981,fruit/vegetable juice,8.0
7985,yogurt,8.0
7985,rolls/buns,8.0
7985,vinegar,7.0
7985,margarine,8.0
7985,sparkling wine,8.0
7988,ham,8.0
7988,other vegetables,9.0
7988,hard cheese,8.0
7988,pastry,6.0
7988,chewing gum,7.0
7989,frankfurter,7.0
7989,whole milk,8.0
7989,yogurt,8.0
7989,rolls/buns,8.0
7989,margarine,8.0
7990,root vegetables,9.0
7990,other vegetables,9.0
7990,whole milk,8.0
7990,processed cheese,8.0
7990,mayonnaise,8.0
7990,domestic eggs,8.0
7990,brown bread,6.0
7990,oil,8.0
7990,soda,5.0
7990,long life bakery product,5.0
7990,shopping bags,8.0
7992,hamburger meat,8.0
7992,curd,8.0
7992,hard cheese,8.0
7992,flour,6.0
7992,pasta,8.0
7992,margarine,8.0
7992,sugar,6.0
7992,Instant food products,7.0
7992,fruit/vegetable juice,8.0
7992,chewing gum,7.0
7992,hygiene articles,7.0
7992,napkins,7.0
7993,frankfurter,7.0
7993,tropical fruit,9.0
7993,berries,9.0
7993,butter milk,8.0
7993,yogurt,8.0
7993,whipped/sour cream,8.0
7993,specialty cheese,8.0
7993,rolls/buns,8.0
7994,beef,8.0
7994,curd,8.0
7994,frozen vegetables,8.0
7994,frozen dessert,8.0
7994,rolls/buns,8.0
7994,coffee,8.0
7994,newspapers,7.0
7994,shopping bags,8.0
7995,root vegetables,9.0
7995,UHT-milk,8.0
7995,ice cream,8.0
7995,frozen potato products,8.0
7995,bottled water,7.0
7995,soda,5.0
7995,bottled beer,7.0
7995,specialty bar,8.0
7995,napkins,7.0
7995,shopping bags,8.0
7997,sausage,8.0
7997,pork,8.0
7997,tropical fruit,9.0
7997,root vegetables,9.0
7997,other vegetables,9.0
7997,whole milk,8.0
7997,curd,8.0
7997,rolls/buns,8.0
7997,soda,5.0
8004,whole milk,8.0
8004,frozen meals,8.0
8004,rolls/buns,8.0
8004,pastry,6.0
8004,sugar,6.0
8004,soda,5.0
8009,other vegetables,9.0
8009,soft cheese,8.0
8009,specialty cheese,8.0
8009,margarine,8.0
8009,red/blush wine,8.0
8016,grapes,8.0
8016,root vegetables,9.0
8016,other vegetables,9.0
8016,yogurt,8.0
8016,white bread,8.0
8018,other vegetables,9.0
8018,whole milk,8.0
8018,yogurt,8.0
8018,whipped/sour cream,8.0
8018,meat spreads,8.0
8018,instant coffee,8.0
8018,soda,5.0
8019,ham,8.0
8019,pork,8.0
8019,citrus fruit,9.0
8019,pip fruit,9.0
8019,root vegetables,9.0
8019,other vegetables,9.0
8019,butter milk,8.0
8019,beverages,7.0
8019,sliced cheese,8.0
8019,frozen vegetables,8.0
8019,frozen fish,8.0
8019,oil,8.0
8019,margarine,8.0
8019,canned vegetables,8.0
8021,sausage,8.0
8021,whole milk,8.0
8021,margarine,8.0
8021,waffles,6.0
8021,candles,7.0
8027,tropical fruit,9.0
8027,whole milk,8.0
8027,yogurt,8.0
8027,rolls/buns,8.0
8027,pastry,6.0
8027,coffee,8.0
8027,specialty chocolate,8.0
8029,pork,8.0
8029,rolls/buns,8.0
8029,margarine,8.0
8029,canned beer,8.0
8029,napkins,7.0
8031,pork,8.0
8031,frozen potato products,8.0
8031,rolls/buns,8.0
8031,pastry,6.0
8031,soda,5.0
8031,white wine,8.0
8035,frankfurter,7.0
8035,UHT-milk,8.0
8035,hard cheese,8.0
8035,spread cheese,8.0
8035,brown bread,6.0
8035,pastry,6.0
8035,bottled water,7.0
8035,seasonal products,8.0
8035,shopping bags,8.0
8037,pork,8.0
8037,pip fruit,9.0
8037,other vegetables,9.0
8037,yogurt,8.0
8037,domestic eggs,8.0
8041,other vegetables,9.0
8041,yogurt,8.0
8041,whipped/sour cream,8.0
8041,mayonnaise,8.0
8041,domestic eggs,8.0
8041,pet care,8.0
8041,misc. beverages,8.0
8041,sparkling wine,8.0
8043,frankfurter,7.0
8043,tropical fruit,9.0
8043,pip fruit,9.0
8043,sliced cheese,8.0
8043,mayonnaise,8.0
8043,domestic eggs,8.0
8043,rolls/buns,8.0
8043,fruit/vegetable juice,9.0
8043,shopping bags,8.0
8044,chicken,8.0
8044,tropical fruit,9.0
8044,onions,9.0
8044,other vegetables,9.0
8044,butter milk,8.0
8044,yogurt,8.0
8044,beverages,7.0
8044,sliced cheese,8.0
8044,hard cheese,8.0
8044,rolls/buns,8.0
8044,pastry,6.0
8044,cereals,8.0
8044,chocolate,7.0
8044,napkins,7.0
8044,house keeping products,7.0
8045,sausage,8.0
8045,ham,8.0
8045,rolls/buns,8.0
8045,soda,5.0
8045,white wine,8.0
8046,frankfurter,7.0
8046,root vegetables,9.0
8046,frozen vegetables,8.0
8046,white bread,8.0
8046,bathroom cleaner,7.0
8048,frankfurter,7.0
8048,sausage,8.0
8048,chicken,8.0
8048,citrus fruit,9.0
8048,root vegetables,9.0
8048,herbs,9.0
8048,packaged fruit/vegetables,9.0
8048,whole milk,8.0
8048,salt,8.0
8048,sugar,6.0
8048,bottled beer,7.0
8048,napkins,7.0
8050,sausage,8.0
8050,white bread,8.0
8050,coffee,8.0
8050,soda,5.0
8050,shopping bags,8.0
8052,whole milk,8.0
8052,dog food,8.0
8052,cat food,8.0
8052,soda,5.0
8052,chocolate,7.0
8052,napkins,7.0
8068,other vegetables,9.0
8068,whole milk,8.0
8068,whipped/sour cream,8.0
8068,coffee,8.0
8068,flower (seeds),7.0
8070,curd,8.0
8070,dessert,6.0
8070,rolls/buns,8.0
8070,seasonal products,8.0
8070,dishes,8.0
8072,bottled water,7.0
8072,canned beer,8.0
8072,white wine,8.0
8072,specialty bar,8.0
8072,shopping bags,8.0
8076,hamburger meat,8.0
8076,berries,9.0
8076,dessert,6.0
8076,whipped/sour cream,8.0
8076,shopping bags,8.0
8079,pork,8.0
8079,root vegetables,9.0
8079,herbs,9.0
8079,whole milk,8.0
8079,frozen vegetables,8.0
8079,rolls/buns,8.0
8079,sweet spreads,8.0
8079,detergent,6.0
8079,flower (seeds),7.0
8081,sausage,8.0
8081,tropical fruit,9.0
8081,cream cheese ,8.0
8081,pastry,6.0
8081,bottled water,7.0
8082,soft cheese,8.0
8082,frozen meals,8.0
8082,domestic eggs,8.0
8082,rolls/buns,8.0
8082,cat food,8.0
8084,frankfurter,7.0
8084,ham,8.0
8084,meat,8.0
8084,pip fruit,9.0
8084,berries,9.0
8084,UHT-milk,8.0
8084,soft cheese,8.0
8084,sliced cheese,8.0
8084,cream cheese ,8.0
8084,frozen vegetables,8.0
8084,frozen fish,8.0
8084,white bread,8.0
8084,brown bread,6.0
8084,sugar,6.0
8084,sauces,8.0
8084,sweet spreads,8.0
8084,canned fish,8.0
8084,pet care,8.0
8084,fruit/vegetable juice,9.0
8084,specialty bar,8.0
8084,kitchen towels,7.0
8085,frankfurter,7.0
8085,whole milk,8.0
8085,rolls/buns,8.0
8085,cling film/bags,8.0
8085,shopping bags,8.0
8093,beef,8.0
8093,citrus fruit,9.0
8093,tropical fruit,9.0
8093,root vegetables,9.0
8093,other vegetables,9.0
8093,whole milk,8.0
8093,whipped/sour cream,8.0
8093,cream cheese ,8.0
8093,rolls/buns,8.0
8093,rice,9.0
8093,vinegar,7.0
8093,baking powder,6.0
8093,detergent,6.0
8094,yogurt,8.0
8094,salt,8.0
8094,coffee,8.0
8094,specialty bar,8.0
8094,softener,8.0
8094,hygiene articles,7.0
8101,onions,9.0
8101,oil,8.0
8101,dog food,8.0
8101,bottled water,7.0
8101,dish cleaner,7.0
8101,shopping bags,8.0
8107,pork,8.0
8107,citrus fruit,9.0
8107,tropical fruit,9.0
8107,grapes,8.0
8107,root vegetables,9.0
8107,cream cheese ,8.0
8107,pet care,8.0
8107,bottled water,7.0
8107,fruit/vegetable juice,9.0
8107,bottled beer,7.0
8110,chicken,8.0
8110,soda,5.0
8110,liquor (appetizer),8.0
8110,newspapers,7.0
8110,shopping bags,8.0
8111,citrus fruit,9.0
8111,butter milk,8.0
8111,white bread,8.0
8111,canned fish,8.0
8111,bottled water,7.0
8111,sparkling wine,8.0
8111,male cosmetics,7.0
8114,hamburger meat,8.0
8114,tropical fruit,9.0
8114,onions,9.0
8114,canned vegetables,8.0
8114,soda,5.0
8114,candy,7.0
8114,shopping bags,8.0
8117,sausage,8.0
8117,other vegetables,9.0
8117,beverages,7.0
8117,rolls/buns,8.0
8117,red/blush wine,8.0
8117,specialty chocolate,8.0
8117,shopping bags,8.0
8119,onions,9.0
8119,other vegetables,9.0
8119,whole milk,8.0
8119,yogurt,8.0
8119,whipped/sour cream,8.0
8119,tea,8.0
8119,cleaner,6.0
8119,bathroom cleaner,7.0
8120,beef,8.0
8120,citrus fruit,9.0
8120,grapes,8.0
8120,root vegetables,9.0
8120,rolls/buns,8.0
8120,dog food,8.0
8120,chocolate,7.0
8126,frankfurter,7.0
8126,citrus fruit,9.0
8126,other vegetables,9.0
8126,UHT-milk,8.0
8126,syrup,6.0
8126,seasonal products,8.0
8126,newspapers,7.0
8129,fish,8.0
8129,citrus fruit,9.0
8129,tropical fruit,9.0
8129,other vegetables,9.0
8129,oil,8.0
8129,margarine,8.0
8129,white wine,8.0
8138,hamburger meat,8.0
8138,soft cheese,8.0
8138,hard cheese,8.0
8138,baking powder,6.0
8138,meat spreads,8.0
8138,dish cleaner,7.0
8144,sausage,8.0
8144,chicken,8.0
8144,other vegetables,9.0
8144,soft cheese,8.0
8144,frozen vegetables,8.0
8144,spices,9.0
8144,soda,5.0
8144,shopping bags,8.0
8147,finished products,7.0
8147,other vegetables,9.0
8147,pet care,8.0
8147,misc. beverages,8.0
8147,chocolate,7.0
8147,newspapers,7.0
8149,ham,8.0
8149,tropical fruit,9.0
8149,pip fruit,9.0
8149,other vegetables,9.0
8149,UHT-milk,8.0
8149,sliced cheese,8.0
8149,domestic eggs,8.0
8149,white bread,8.0
8149,fruit/vegetable juice,9.0
8150,bottled beer,7.0
8150,liquor,8.0
8150,red/blush wine,8.0
8150,waffles,6.0
8150,candy,7.0
8150,napkins,7.0
8150,shopping bags,8.0
8151,ice cream,8.0
8151,domestic eggs,8.0
8151,rolls/buns,8.0
8151,bottled water,7.0
8151,soda,5.0
8151,bottled beer,7.0
8151,shopping bags,8.0
8153,beef,8.0
8153,spread cheese,8.0
8153,rolls/buns,8.0
8153,white wine,8.0
8153,shopping bags,8.0
8159,meat,8.0
8159,other vegetables,9.0
8159,dessert,6.0
8159,yogurt,8.0
8159,domestic eggs,8.0
8159,rolls/buns,8.0
8159,oil,8.0
8159,pet care,8.0
8159,coffee,8.0
8159,bottled water,7.0
8159,fruit/vegetable juice,9.0
8159,bottled beer,7.0
8162,frankfurter,7.0
8162,sausage,8.0
8162,other vegetables,9.0
8162,yogurt,8.0
8162,rolls/buns,8.0
8162,white bread,8.0
8174,citrus fruit,9.0
8174,grapes,8.0
8174,onions,9.0
8174,other vegetables,9.0
8174,whipped/sour cream,8.0
8174,cream cheese ,8.0
8174,mayonnaise,8.0
8174,frozen vegetables,8.0
8174,ice cream,8.0
8174,mustard,8.0
8174,spices,9.0
8174,preservation products,8.0
8174,coffee,8.0
8174,cocoa drinks,7.0
8174,long life bakery product,5.0
8174,waffles,6.0
8174,chocolate,7.0
8174,candy,7.0
8174,dish cleaner,7.0
8174,abrasive cleaner,7.0
8174,hygiene articles,7.0
8176,other vegetables,9.0
8176,rice,9.0
8176,coffee,8.0
8176,specialty chocolate,8.0
8176,seasonal products,8.0
8176,hygiene articles,7.0
8176,shopping bags,6.0
8181,chicken,6.0
8181,frozen vegetables,6.0
8181,chocolate,7.0
8181,chocolate marshmallow,7.0
8181,shopping bags,6.0
8184,pork,5.0
8184,other vegetables,9.0
8184,whipped/sour cream,8.0
8184,frozen vegetables,5.0
8184,cereals,8.0
8184,cat food,5.0
8184,fruit/vegetable juice,9.0
8184,cake bar,6.0
8184,specialty chocolate,8.0
8184,specialty bar,8.0
8184,napkins,7.0
8184,newspapers,7.0
8184,shopping bags,8.0
8187,whole milk,8.0
8187,frozen meals,8.0
8187,white bread,8.0
8187,bottled water,7.0
8187,soda,5.0
8187,candy,7.0
8188,beef,8.0
8188,root vegetables,9.0
8188,other vegetables,9.0
8188,bottled water,7.0
8188,soda,5.0
8189,frankfurter,7.0
8189,sausage,8.0
8189,yogurt,8.0
8189,white bread,8.0
8189,bottled water,7.0
8189,soda,5.0
8189,shopping bags,8.0
8190,sausage,8.0
8190,ham,8.0
8190,curd,8.0
8190,soda,5.0
8190,cake bar,6.0
8190,shopping bags,8.0
8195,citrus fruit,9.0
8195,tropical fruit,9.0
8195,brown bread,6.0
8195,sauces,8.0
8195,soda,5.0
8195,napkins,7.0
8195,shopping bags,8.0
8198,frankfurter,7.0
8198,onions,9.0
8198,butter milk,8.0
8198,spices,9.0
8198,soups,5.0
8198,soda,5.0
8198,shopping bags,8.0
8199,tropical fruit,9.0
8199,grapes,8.0
8199,frozen meals,8.0
8199,brown bread,6.0
8199,bottled water,7.0
8199,soda,5.0
8199,shopping bags,8.0
8203,root vegetables,9.0
8203,herbs,9.0
8203,whole milk,8.0
8203,curd,8.0
8203,frozen vegetables,8.0
8203,frozen dessert,8.0
8203,sweet spreads,8.0
8203,fruit/vegetable juice,8.0
8204,curd,8.0
8204,yogurt,8.0
8204,white bread,8.0
8204,brown bread,6.0
8204,flour,6.0
8204,artif. sweetener,7.0
8204,red/blush wine,8.0
8204,shopping bags,8.0
8205,dessert,6.0
8205,misc. beverages,8.0
8205,fruit/vegetable juice,8.0
8205,popcorn,8.0
8205,shopping bags,8.0
8206,tropical fruit,9.0
8206,pip fruit,9.0
8206,whole milk,8.0
8206,rolls/buns,8.0
8206,brown bread,6.0
8206,soda,5.0
8206,chewing gum,7.0
8210,hamburger meat,8.0
8210,other vegetables,9.0
8210,curd,8.0
8210,rolls/buns,8.0
8210,bottled beer,7.0
8210,specialty bar,8.0
8214,cream cheese ,8.0
8214,brown bread,6.0
8214,meat spreads,8.0
8214,soda,5.0
8214,chocolate,7.0
8217,whole milk,8.0
8217,butter,8.0
8217,yogurt,8.0
8217,rolls/buns,8.0
8217,coffee,8.0
8217,fruit/vegetable juice,9.0
8217,detergent,6.0
8221,yogurt,8.0
8221,whipped/sour cream,8.0
8221,UHT-milk,8.0
8221,fruit/vegetable juice,9.0
8221,newspapers,7.0
8223,other vegetables,9.0
8223,cream cheese ,8.0
8223,rolls/buns,8.0
8223,margarine,4.0
